"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
5.0666558079978e-14,7.00189686124465,0.333,0.035,3.1204013124716e-09,"VCAM1"
7.29650495212058e-14,5.47324921303077,0.25,0.016,4.4936985048625e-09,"EDN3"
7.65999871722117e-14,4.24494234915335,0.528,0.105,4.717563409975e-09,"TFAP2C"
1.20332554100415e-13,3.00906562110327,0.694,0.195,7.41092100938225e-09,"YBX3"
1.44626167816792e-13,2.80902726328271,0.861,0.326,8.90709179733276e-09,"SVIL"
1.74397822693633e-13,4.64429411757181,0.5,0.1,1.07406387062328e-08,"MSX1"
2.14085694667343e-13,2.17355489759795,0.75,0.226,1.31848956774776e-08,"GNG5"
2.59713096465574e-13,4.09679067187674,0.444,0.072,1.59949504720253e-08,"TCIM"
4.38413135641882e-13,5.91974625324734,0.417,0.067,2.70005497847766e-08,"CENPU"
5.62054444505637e-13,5.45535347812849,0.25,0.019,3.46152470737686e-08,"IFI27"
6.37389243279485e-13,3.2311306829325,0.694,0.23,3.92548913258537e-08,"MAFF"
8.06617399176392e-13,4.85767518491724,0.278,0.026,4.96771457630765e-08,"MYL9"
8.29989974867686e-13,4.42425628159341,0.389,0.058,5.11165925821762e-08,"VAMP5"
9.81965083614205e-13,2.78491849872673,0.944,0.674,6.0476283604548e-08,"KLF6"
1.00331533875139e-12,1.96431776640186,0.25,0.019,6.17911817676819e-08,"GIMAP4"
1.58112063942203e-12,-4.84065541024846,0.333,0.83,9.73764768200846e-08,"MIAT"
1.68940293411469e-12,3.7942496749506,0.389,0.06,1.04045258503322e-07,"SOCS3"
2.14151379523043e-12,2.86788349166341,0.778,0.307,1.31889410106856e-07,"HES1"
2.46322192363338e-12,-4.64212654111857,0.333,0.833,1.51702448610809e-07,"MYT1L"
2.90793725094242e-12,2.22912758848787,0.944,0.749,1.79091131473791e-07,"H2AFZ"
4.08924728564933e-12,3.97132486815991,0.333,0.042,2.51844472581286e-07,"EOMES"
4.90247734758285e-12,6.14930729865678,0.278,0.028,3.01928872405585e-07,"PBK"
6.18947418796294e-12,5.05752698998168,0.417,0.077,3.81191146814074e-07,"NOTCH3"
6.7155269347925e-12,3.76760220889588,0.306,0.035,4.13589157333066e-07,"CYYR1"
7.43796188350592e-12,-2.50567025023937,0.306,0.853,4.58081758519479e-07,"SCG3"
1.21061329368396e-11,-2.84401065303097,0.694,0.926,7.45580409181139e-07,"NRXN1"
1.33277866296812e-11,3.71226895671207,0.667,0.223,8.20818395162175e-07,"SPARC"
1.54088483912329e-11,3.77814539375899,0.583,0.165,9.48984745870862e-07,"MIS18BP1"
1.60294162638844e-11,5.11611568065161,0.444,0.095,9.87203659443849e-07,"CAVIN1"
1.62284161020055e-11,6.49707053217878,0.25,0.023,9.99459462474216e-07,"ANXA3"
1.68644193360048e-11,2.98447308782907,0.722,0.274,1.03862899364653e-06,"CKS2"
1.70170769266736e-11,2.91534765997741,0.278,0.03,1.04803071668305e-06,"ZIC1"
1.93619283281429e-11,3.89563519344979,0.556,0.151,1.19244307994534e-06,"WEE1"
2.09519973740776e-11,4.64293562271979,0.333,0.047,1.29037066227732e-06,"SMIM3"
2.64758408287006e-11,4.30774397237987,0.417,0.081,1.63056760911719e-06,"TNC"
2.87221712340837e-11,1.27857483507713,0.778,0.319,1.76891235979351e-06,"RPS23P8"
2.88782616247755e-11,2.83183164179099,0.722,0.274,1.77852549868505e-06,"NFKBIZ"
3.00713129126972e-11,3.72731229019421,0.25,0.023,1.85200194835428e-06,"MT1L"
3.71399357650064e-11,2.47890307210231,0.861,0.456,2.28733722395945e-06,"SYNE2"
4.75115945386344e-11,2.2494805578792,0.278,0.03,2.92609657285088e-06,"RAD51AP1"
6.0167047250864e-11,6.49159357787724,0.306,0.042,3.70550793903896e-06,"KIF23"
6.1361498711743e-11,-3.93468818440273,0.139,0.753,3.77907062116012e-06,"TMOD2"
7.09165924285446e-11,7.1095570335932,0.306,0.042,4.36754017789677e-06,"TM4SF18"
7.38847624217225e-11,6.17168771867431,0.306,0.042,4.55034086326662e-06,"ADGRF5"
9.66213793744299e-11,4.81305442223384,0.25,0.026,5.95062089153301e-06,"SKA3"
1.07771775741753e-10,1.12491490626401,0.972,0.588,6.63734035260734e-06,"EEF1A1P6"
1.16504556538217e-10,0.84381862465337,0.639,0.209,7.17516612351915e-06,"H2AFZP3"
1.32919066603868e-10,5.41524090038263,0.444,0.1,8.18608655493239e-06,"PCLAF"
1.40595563451733e-10,3.05079933394136,0.417,0.084,8.65885896630187e-06,"HLA-E"
1.46813253568089e-10,3.81214381102271,0.417,0.086,9.04178784749792e-06,"IFI44L"
1.60188886021407e-10,-4.90185779996581,0.389,0.816,9.86555292340039e-06,"NTM"
1.61370904778656e-10,-4.41904937158575,0.167,0.721,9.93834991260312e-06,"CNTN1"
1.84134218350682e-10,2.39997614572865,0.556,0.151,1.13402741055634e-05,"LGALS3"
1.96465185771509e-10,1.57178776990643,1,0.967,1.20997013961099e-05,"EIF1"
1.96604945887295e-10,5.04813022389761,0.528,0.158,1.21083088023609e-05,"SERTAD1"
2.05892575045614e-10,-1.98034960651971,0.667,0.965,1.26803060193343e-05,"NCAM1"
2.22318652779205e-10,3.24005465868596,0.333,0.053,1.36919388687129e-05,"MIR22HG"
2.73466441190803e-10,-3.61942278093385,0.25,0.784,1.6841977713618e-05,"CHL1"
2.79154997765344e-10,4.15721224083421,0.444,0.098,1.71923188473743e-05,"CTGF"
3.01798073779915e-10,1.48259260448984,1,0.905,1.85868379698836e-05,"RPS27"
3.36837100298345e-10,3.44857451171341,0.278,0.035,2.07447864960742e-05,"TNFRSF10D"
3.47514115808475e-10,1.39292353996738,1,0.888,2.14023518502965e-05,"RPS6"
3.48526357947065e-10,3.17643819431785,0.472,0.114,2.14646928068859e-05,"CDKN1A"
3.69851260574519e-10,3.76369643882126,0.306,0.044,2.27780295850029e-05,"LINC01965"
3.75532958104864e-10,-3.28241863707607,0.222,0.772,2.31279482908042e-05,"TNIK"
4.36760366849013e-10,1.86787937300275,0.972,0.856,2.68987607131302e-05,"MYL6"
4.50672213366415e-10,4.88579387937822,0.333,0.056,2.77555496045974e-05,"MBOAT1"
4.83521203434121e-10,-3.01290588753859,0.25,0.777,2.97786203558972e-05,"NRCAM"
5.17447927666437e-10,1.33969754057569,0.25,0.028,3.18680655211928e-05,"NULL"
5.21466721694619e-10,-6.07945202884069,0.111,0.667,3.21155709890065e-05,"LRP1B"
5.70972418456213e-10,2.87482764072543,0.694,0.281,3.51644783354628e-05,"MSN"
6.97568187215314e-10,4.11585696334843,0.306,0.047,4.29611319460296e-05,"CAV1"
7.62198603509121e-10,3.4919816665165,0.278,0.037,4.69415253943163e-05,"MFAP2"
7.79029941871004e-10,3.09297508348442,0.944,0.626,4.79781170300095e-05,"B2M"
8.27227766111696e-10,6.47401360544334,0.361,0.07,5.0946476431521e-05,"KNL1"
8.70253935307189e-10,4.44909298052657,0.417,0.093,5.35963291137639e-05,"ECT2"
9.13991864620453e-10,8.53126824677842,0.278,0.04,5.62900169663798e-05,"CFH"
1.10005544736289e-09,3.93644000816766,0.528,0.172,6.7749114836738e-05,"CEBPD"
1.19992655238235e-09,2.50874340175774,0.917,0.66,7.38998765815719e-05,"ANP32E"
1.57203510791686e-09,5.39151277501133,0.361,0.072,9.68169261912758e-05,"BGN"
1.68940374231351e-09,1.10280346798922,1,0.981,0.000104045308277862,"EEF1A1"
1.71277087514301e-09,1.79940654987669,0.444,0.102,0.000105484419887432,"MDK"
1.94564779112859e-09,2.87584276231139,0.611,0.228,0.000119826610512236,"SMC4"
1.95477300631652e-09,3.12951077409717,0.417,0.091,0.000120388605140015,"TIMP1"
2.06998325587814e-09,3.71990969738349,0.389,0.084,0.000127484058779767,"TPM2"
2.13543469516598e-09,2.11145478885181,0.917,0.667,0.000131515016571187,"GSTP1"
2.20087860511106e-09,2.66882803066287,0.361,0.074,0.000135545510652975,"ESCO2"
2.21687729401655e-09,1.03415815305144,0.25,0.03,0.000136530821906597,"MRC2"
2.23141548326837e-09,-6.52375659101754,0.056,0.605,0.000137426185368049,"CD200"
2.23289391234376e-09,-2.56422017307075,0.139,0.716,0.000137517237379515,"ARFGEF3"
2.64367601946233e-09,4.62040556101195,0.306,0.051,0.000162816075010627,"TPX2"
2.6511902885114e-09,3.42202422992703,0.667,0.307,0.000163278856298552,"LGALS1"
3.00482101280215e-09,2.26089580962037,0.944,0.616,0.000185057911715446,"AKAP12"
3.0282627356841e-09,-6.02100977365936,0.139,0.663,0.000186501617102577,"GRIN2B"
3.18963950282892e-09,2.21388891093402,0.778,0.342,0.000196440328060725,"PHLDA1"
3.43463534768585e-09,2.43475648851429,0.833,0.507,0.000211528887157928,"MYADM"
3.5795947661998e-09,4.1163953093605,0.444,0.116,0.000220456502865947,"TCF7L1"
4.23216630826733e-09,1.98802251802922,0.25,0.033,0.00026064642642726,"TMEM35B"
4.29883955253621e-09,1.3303884566007,0.972,0.893,0.000264752631522048,"EIF5"
4.37126554284199e-09,1.54529458630113,0.611,0.193,0.00026921313098701,"ZIC2"
4.59928681261086e-09,-3.55321421893715,0.278,0.747,0.000283256276928265,"FAM49A"
4.64620784480129e-09,3.72302521016137,0.611,0.219,0.000286146002537777,"CNTLN"
4.65094849260076e-09,-2.93252812503255,0.167,0.714,0.000286437964813803,"ATP8A1"
4.72150189094536e-09,4.90265911142019,0.361,0.079,0.000290783136957652,"SPC24"
4.76418032579742e-09,-2.76850443350307,0.611,0.891,0.000293411573724886,"LRRC7"
4.94425517167325e-09,-5.90682745362461,0.25,0.702,0.00030450184325784,"ERBB4"
5.1043855068551e-09,1.4198900103672,0.278,0.04,0.000314363790210685,"NPY"
5.21826849649288e-09,-2.3538230859932,0.528,0.863,0.000321377501893507,"GNAO1"
5.29205037697476e-09,7.0021076641261,0.306,0.053,0.000325921506566745,"NDC80"
5.3482181858351e-09,3.76536938262718,0.694,0.326,0.000329380713411026,"IRF1"
5.39882115628556e-09,3.17817954592698,0.611,0.24,0.000332497198552159,"KLF4"
5.50268888182017e-09,-4.4254489457743,0.167,0.684,0.000338894100164659,"KCNMA1"
5.58701668045165e-09,3.3941956240148,0.611,0.253,0.000344087596298976,"IER2"
5.59844223742301e-09,2.20078741410581,0.889,0.551,0.000344791262076171,"CALD1"
6.24812758184586e-09,1.68802194667766,0.944,0.616,0.000384803433383141,"JUN"
6.29746917915652e-09,2.23425336731507,0.583,0.193,0.000387842234336713,"EEF1D"
6.76886292176471e-09,2.8827390743206,0.556,0.172,0.000416873960762723,"WDR76"
6.90038987685598e-09,-2.52729202582564,0.389,0.8,0.000424974311345929,"DLG2"
7.06182403760898e-09,8.88104378680148,0.278,0.044,0.000434916557004224,"ABCG2"
7.44479969202597e-09,3.62988915206848,0.306,0.053,0.000458502878632803,"DACH1"
7.55520737161009e-09,5.5353869476013,0.333,0.067,0.00046530255639535,"ITGA1"
8.63344536547527e-09,4.63388869272544,0.278,0.044,0.000531707999723526,"KIF4A"
8.65884127519363e-09,3.69134753006625,0.444,0.119,0.00053327205761535,"EMP1"
8.82791191435683e-09,-4.81929348153549,0.222,0.698,0.000543684611069494,"SNAP91"
8.97586183837115e-09,5.81427415639723,0.25,0.035,0.000552796403039764,"MELK"
9.10319983525522e-09,3.94758066964726,0.583,0.237,0.000560638768253863,"IFITM3"
9.49341821169961e-09,2.55082687529684,0.611,0.221,0.000584671147403944,"UACA"
1.02993242124451e-08,-4.78603318248083,0.222,0.691,0.000634304480271856,"CADPS"
1.07908335098081e-08,1.21129221484465,1,0.874,0.000664575063368551,"RPLP1"
1.09152476250197e-08,2.28661077168543,0.917,0.586,0.000672237355482091,"BRD2"
1.14948898616834e-08,-2.40565694517492,0.972,0.963,0.000707935781911495,"SNHG14"
1.15916508631924e-08,2.07024672611542,0.5,0.14,0.000713895001711432,"OMD"
1.22639165258939e-08,-3.03721415275739,0.583,0.821,0.000755297827080229,"PTPRD"
1.23119046401446e-08,6.01557114256328,0.278,0.047,0.000758253271072584,"THSD4"
1.31192820302757e-08,2.82037169630612,0.889,0.56,0.000807977222398592,"FOSB"
1.32232276744975e-08,4.83075536386898,0.389,0.095,0.000814378922789279,"TNFAIP3"
1.39456138952406e-08,2.77546111834465,0.306,0.056,0.000858868522966186,"TRIM5"
1.41775023787557e-08,2.65178669929082,0.472,0.123,0.000873149839000426,"H2AFZP2"
1.57145498802654e-08,1.45795480462567,0.972,0.835,0.000967811983475907,"FOS"
1.65015955184289e-08,5.07242374638115,0.333,0.07,0.00101628376319348,"TFPI"
1.73707600867123e-08,-1.90399933477758,0.611,0.909,0.00106981300146035,"CADM1"
1.81360055782038e-08,3.82550145039572,0.694,0.302,0.00111694217554484,"ATAD2"
2.217919115189e-08,3.97219722409035,0.583,0.23,0.00136594984547145,"EMP2"
2.2407113986659e-08,3.23643621709372,0.417,0.109,0.00137998692909637,"IFITM2"
2.30039509000885e-08,3.04385908125601,0.389,0.093,0.00141674432408375,"PXDC1"
2.38057758663012e-08,1.08471582441054,0.972,0.851,0.00146612631827789,"EEF1A1P5"
2.4292459654839e-08,-3.15954036757786,0.528,0.828,0.00149609971276257,"SHTN1"
2.44374099243515e-08,4.82289749465872,0.278,0.047,0.00150502676501104,"CCNB2"
2.52723686206962e-08,3.76538969169929,0.25,0.037,0.00155644936624282,"MGP"
2.56904448106768e-08,-3.52748196544227,0.472,0.802,0.00158219742455515,"ANK3"
2.60260257955054e-08,0.681437908237611,0.306,0.053,0.00160286485066779,"PMAIP1"
2.72076315028732e-08,-5.87408352358729,0.222,0.663,0.00167563640136745,"SORL1"
2.72389908051536e-08,1.93254320747916,0.722,0.335,0.00167756772671699,"PHACTR2"
2.81934074809832e-08,-5.36390408589361,0.167,0.64,0.00173634738653131,"SRRM4"
2.83119941894343e-08,-3.90022028080767,0.278,0.707,0.00174365078614469,"SLC38A1"
2.87177086893481e-08,2.77416791599491,0.5,0.17,0.00176863752505088,"LTBP1"
2.9917353842411e-08,1.14903979722218,1,0.867,0.00184252007109256,"RPL13A"
3.03239690649407e-08,-2.59363972902753,0.361,0.816,0.0018675622828025,"PRKACB"
3.03330050673432e-08,-1.21890705306184,0.333,0.06,0.00186811878308247,"NULL"
3.22108007663548e-08,1.2175611238169,0.611,0.235,0.0019837665867975,"ALYREF"
3.26294281622681e-08,3.14843922180465,0.5,0.167,0.00200954859222961,"PTTG1"
4.07341785055716e-08,-3.30962796815994,0.361,0.76,0.00250869585162264,"STXBP1"
4.23602561749251e-08,-2.15479235015227,0.333,0.793,0.00260884109704511,"KIFAP3"
4.3709760456156e-08,1.00028735833302,1,0.877,0.00269195301721328,"RPS18"
5.10646017013857e-08,3.25831380952194,0.722,0.437,0.00314491562498324,"TIMP3"
5.61966258720532e-08,2.74340239339871,0.861,0.577,0.00346098159758214,"TPM4"
5.64501810735802e-08,2.76113923916124,0.306,0.058,0.00347659730177858,"TGIF2"
5.67739665453737e-08,4.73969139130047,0.25,0.04,0.00349653827762993,"KIF11"
5.76575017265023e-08,1.33296077697257,0.389,0.091,0.0035509525588301,"HIST1H2BK"
5.92088319561983e-08,-5.02502135816724,0.167,0.635,0.00364649433368638,"CTNNA2"
6.21277944932978e-08,1.10859024882399,1,0.902,0.00382626447945873,"RPL23"
6.21579211061695e-08,3.54327036826915,0.25,0.04,0.00382811988716566,"SGO1"
6.78399868413922e-08,2.96702242488188,0.417,0.112,0.00417806126960082,"AC007608.4"
7.11334962697879e-08,-3.92796669401897,0.5,0.758,0.00438089863476743,"PCLO"
7.34650770118092e-08,1.28287291463163,0.972,0.819,0.00452449369792629,"RPS23"
8.12101236686612e-08,1.04152748915671,1,0.602,0.00500148788638184,"RPL13AP5"
8.30029989575138e-08,2.09021543137199,0.972,0.77,0.0051119056967964,"CCNL1"
8.57570339601783e-08,-2.82191605242816,0.444,0.8,0.0052815184505055,"BEX1"
9.47903438784732e-08,-2.78127288147612,0.5,0.83,0.00583785290844353,"SCD5"
9.77417633661495e-08,3.15590167082379,0.639,0.281,0.00601962198043105,"ZFP36"
9.87111278367995e-08,1.8711005179502,0.361,0.086,0.00607932223008497,"H2AFX"
9.96071427769857e-08,-2.36639833376383,0.472,0.828,0.00613450510220622,"TSPAN7"
9.96320456829047e-08,4.5914239395865,0.556,0.191,0.00613603879747305,"THBS1"
1.09751676381351e-07,1.91814812758102,0.389,0.1,0.00675927649329829,"CCL2"
1.10328443998061e-07,-3.17393678508527,0.361,0.749,0.00679479788050857,"RNPC3"
1.19277274884669e-07,1.3139425189912,1,0.893,0.00734592952832211,"TPT1"
1.21686882593006e-07,-4.57912572470998,0.361,0.714,0.00749433003825546,"STMN2"
1.25293654925602e-07,2.28454721880699,0.667,0.277,0.00771646032590306,"ZFP36L2"
1.28328660399222e-07,2.2626006592337,0.667,0.323,0.0079033772080069,"BAZ1A"
1.31686964870999e-07,3.20317307398216,0.444,0.135,0.00811020510551021,"NCAPG2"
1.35739146807694e-07,4.28938872783114,0.278,0.051,0.00835976683444545,"PLP2"
1.36297971984484e-07,4.29277902013672,0.306,0.065,0.00839418320060841,"S100A10"
1.46045772739771e-07,1.3188250118729,0.389,0.098,0.00899452100572428,"MANEA"
1.4900759486861e-07,4.71640644918632,0.333,0.079,0.00917693074517308,"CENPK"
1.53950241792504e-07,2.23159208500329,0.806,0.488,0.00948133354127497,"RND3"
1.5838211605928e-07,-2.14136291627914,0.194,0.707,0.00975427938174288,"GNPTAB"
1.59150912940904e-07,-3.20732197866004,0.417,0.751,0.00980162727529146,"DNM3"
1.5990427124363e-07,1.50176315910237,0.944,0.84,0.00984802435308147,"TSC22D2"
1.61096477954704e-07,-2.27242335047428,0.306,0.747,0.00992144878779636,"ADGRL3"
1.61580082837743e-07,1.26107340663278,0.583,0.24,0.0099512325617281,"RBM8B"
1.66698215409822e-07,-3.04116689298291,0.611,0.83,0.0102664429924447,"SNAP25"
1.67589907515262e-07,-4.70032139160604,0.139,0.6,0.0103213596341425,"RIMS2"
1.79033135518966e-07,-1.75660673857851,0.361,0.791,0.0110261137172066,"BEX4"
1.91120564738579e-07,-1.87132540504246,0.5,0.833,0.0117705422205549,"KIF3A"
1.97269438212865e-07,1.00990371609072,1,0.977,0.0121492328912157,"SRSF3"
2.01209824084847e-07,2.4167245036264,0.611,0.226,0.0123919094359135,"FAM118A"
2.04336362950482e-07,-2.98303057355422,0.111,0.586,0.0125844635850313,"RIC3"
2.13071914995832e-07,0.397256298295095,0.333,0.072,0.0131224600288483,"RPL12P38"
2.2126262313466e-07,-5.37412808115849,0.056,0.519,0.0136269011709943,"UNC79"
2.23149526790862e-07,0.582154758934575,0.472,0.147,0.0137431099064688,"RPS20P14"
2.24073439981873e-07,3.6343092948707,0.361,0.093,0.0138000109481636,"CAV2"
2.33204761845977e-07,4.39121814558417,0.25,0.044,0.0143623816678082,"CDCA8"
2.40106154182733e-07,-4.64258809470824,0.083,0.547,0.014787417717652,"JPH4"
2.44085283459492e-07,1.67871445868407,0.278,0.051,0.0150324803524197,"NULL"
2.54668573555252e-07,-2.9820480861058,0.556,0.8,0.0156842734395473,"SYT1"
2.58797944744217e-07,1.01447575370068,0.861,0.516,0.0159385890229621,"RPL41P1"
2.63124118385173e-07,3.95372461695174,0.389,0.112,0.0162050250789876,"BRCA2"
2.72845008324097e-07,2.55929139533442,0.667,0.298,0.0168037055276561,"TMEM2"
2.7778371562228e-07,-2.30214677919638,0.361,0.784,0.0171078656940293,"GDAP1"
2.80196763425779e-07,3.19223216690231,0.25,0.044,0.0172564780691035,"GYPC"
2.96051821511015e-07,-5.79771396152551,0.25,0.63,0.0182329435313989,"CACNB4"
3.00355663616295e-07,-2.35229224495928,0.361,0.795,0.0184980042551368,"NAV3"
3.08149701525115e-07,-2.77419770307395,0.5,0.786,0.0189780156678273,"NTRK2"
3.24281655451854e-07,-2.32744548512758,0.639,0.891,0.0199715343143133,"MEF2C"
3.2628826446299e-07,1.66234437902758,0.361,0.091,0.0200951153434822,"SERPINE1"
3.27342100865245e-07,1.22037323530646,0.889,0.479,0.0201600179659879,"TIPARP"
3.35835527814326e-07,-2.17168375482217,0.278,0.712,0.0206831026515009,"DOCK4"
3.45132805123582e-07,-3.15106223384463,0.306,0.74,0.0212556940691461,"DOCK7"
3.45770830802696e-07,2.12647149742522,0.444,0.128,0.0212949881566456,"PLAT"
3.50243369452738e-07,-2.36640734653215,0.667,0.867,0.0215704383944858,"NBEA"
3.68973237586603e-07,3.75561905605515,0.417,0.123,0.0227239547832461,"CENPE"
3.69248360721056e-07,-3.27602283258291,0.167,0.614,0.0227408987917277,"SV2A"
3.77440927260395e-07,3.71323781207713,0.25,0.044,0.0232454543871859,"BST2"
3.83345850613061e-07,-1.80756392195507,0.389,0.777,0.0236091209017066,"CRLF3"
3.94345916546402e-07,2.36600570474043,0.778,0.486,0.0242865819623432,"MCL1"
3.99456151226736e-07,-2.98974506698134,0.639,0.853,0.024601305985601,"MEG3"
4.01635860567854e-07,0.950661966033221,0.917,0.651,0.0247355477447924,"AC090498.1"
4.1464190151709e-07,1.96895864077286,0.806,0.498,0.025536550788733,"ZEB1"
4.22202210781728e-07,-2.46063842856507,0.306,0.695,0.0260021675554143,"R3HDM1"
4.4446527077928e-07,-2.05955991942848,0.306,0.707,0.0273732826314835,"GPHN"
4.45107149225608e-07,-4.30855915087599,0.25,0.635,0.0274128139993575,"SCG2"
4.55675319060274e-07,3.92652944574479,0.472,0.174,0.0280636758749651,"CLSPN"
4.59827800602334e-07,-2.75540607340717,0.333,0.712,0.0283194147556959,"GRIK2"
4.99085548005958e-07,0.788842767249267,1,0.979,0.030737181645043,"PTMA"
5.1465834734942e-07,3.71513694222151,0.472,0.165,0.0316962636382087,"LAMC1"
5.27492865745208e-07,-3.23705469753021,0.194,0.637,0.0324867031226501,"ATCAY"
5.6882580269717e-07,-2.5679835441617,0.306,0.733,0.0350322747107106,"CSRNP3"
5.81091442392816e-07,2.63859543873756,0.278,0.058,0.0357876786626464,"SERPINH1"
5.88696937840087e-07,1.87482563804999,0.333,0.079,0.0362560783107574,"ITPRIP"
6.0530687835636e-07,-4.80191731390652,0.056,0.507,0.0372790347173331,"CAMK2B"
6.21884625493504e-07,1.28601462239267,0.972,0.9,0.0383000084302684,"RPL3"
6.26818264163917e-07,-3.61176539907375,0.194,0.637,0.0386038564350631,"VPS8"
6.35115444881803e-07,-2.05363820070508,0.833,0.928,0.0391148549039356,"CD47"
6.38507209519489e-07,1.7153610773556,0.917,0.763,0.0393237435126768,"RPL12"
6.52719312940431e-07,3.26158770369984,0.306,0.067,0.0401990243260623,"CXCL2"
6.55309897793708e-07,-5.4625565893134,0.194,0.581,0.0403585706754211,"GABRB3"
6.87600950398382e-07,-2.57396961115144,0.25,0.67,0.0423472797321852,"NSG2"
6.89392869657843e-07,1.86727898484205,0.528,0.184,0.0424576386636176,"TMEM98"
6.8987283187606e-07,-2.18597346243558,0.75,0.888,0.0424871980967509,"PCDH9"
6.92095392280682e-07,-1.08571718074333,0.861,0.981,0.0426240789243904,"LUC7L3"
7.34810152181451e-07,4.32489518947629,0.361,0.107,0.045254752842399,"UHRF1"
7.36109798295293e-07,-4.65210892896236,0.222,0.609,0.0453347941476122,"NRXN3"
8.04908395530072e-07,0.832260711305695,0.528,0.205,0.0495718933555105,"HMGB1P37"
8.29060893273706e-07,-2.01620816216003,0.556,0.823,0.0510593732340477,"TUBB2A"
8.29610103437e-07,-3.76637639450907,0.611,0.772,0.0510931974403745,"BTBD8"
8.31186270447004e-07,-5.43110527863148,0.056,0.488,0.0511902688380197,"CCDC136"
