"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
4.19606566020743e-26,-2.37444589131796,0.353,0.903,2.58423095815195e-21,"LSAMP"
5.6621279865581e-26,-3.80200900549164,0.086,0.7,3.48713476308153e-21,"SERPINB6"
6.60586026638343e-26,3.4195365761013,0.629,0.154,4.06835116225756e-21,"ABRACL"
7.85152833499303e-26,1.57003674844744,0.974,0.886,4.83552075567216e-21,"RPL7"
9.17865366202012e-26,-5.91255285289802,0,0.591,5.65285743082833e-21,"SIRPA"
1.11306656475214e-25,2.60434605106198,0.767,0.303,6.85504305233898e-21,"PAFAH1B3"
1.13731069712898e-25,-4.52763437923142,0.026,0.631,7.00435539040822e-21,"MAP7"
1.3483357646166e-25,-3.98155677497726,0.078,0.66,8.30399547354427e-21,"SPOCK2"
1.56237665643969e-25,2.08426583458736,0.81,0.306,9.6222091140151e-21,"DPYSL5"
2.23443798575246e-25,-6.20870423519339,0.017,0.603,1.37612332228537e-20,"MT3"
2.43492897628625e-25,-5.59261273597935,0.043,0.631,1.49959970862541e-20,"GABRA1"
2.46379424833945e-25,2.98990016716416,0.474,0.063,1.51737696372482e-20,"IGF2BP2"
2.50488857445206e-25,-5.58518938271313,0.069,0.649,1.54268572634779e-20,"CIT"
2.82738008807451e-25,-4.01845309010393,0.069,0.669,1.74129857484245e-20,"LGI1"
3.18011542380105e-25,-6.78962920626948,0.06,0.631,1.95853768605635e-20,"SERPINB9"
3.44718051757528e-25,-3.8372015331104,0.414,0.897,2.12301506535909e-20,"GLUL"
4.62142262023016e-25,3.94796442352922,0.552,0.114,2.84619554912115e-20,"ZNF300"
6.58203971844644e-25,2.57517533058386,0.966,0.637,4.05368080139961e-20,"FNBP1L"
6.87682780307454e-25,1.17645941087178,0.991,0.886,4.23523193907951e-20,"RPS27"
1.56740023335491e-24,-2.88385084052094,0.198,0.769,9.65314781716291e-20,"ALCAM"
1.8631781635317e-24,2.58173420452351,0.931,0.703,1.14747553557427e-19,"MLLT3"
2.34203149763657e-24,3.40591679198559,0.647,0.194,1.44238693844943e-19,"SEMA3C"
3.79742583972984e-24,3.12393659454586,0.836,0.443,2.33872065191442e-19,"FAM117B"
5.53045678307229e-24,1.64567525504141,0.828,0.391,3.40604241899073e-19,"RPLP0P6"
7.6719071653536e-24,-2.72724750149987,0.155,0.743,4.72489746592632e-19,"PURA"
1.26873928678083e-23,3.45170124784226,0.81,0.391,7.81378464549707e-19,"ASXL3"
1.42580709266352e-23,2.78964180497425,0.69,0.234,8.78111814158685e-19,"OCIAD2"
1.45356007555216e-23,-7.4509596721424,0.009,0.566,8.95204043730308e-19,"CCK"
1.48667544153124e-23,1.8021697842394,0.957,0.649,9.15598804175845e-19,"FOXG1"
2.17740842096701e-23,-4.12536888802398,0.034,0.597,1.34100052422095e-18,"STEAP2"
3.84871741749468e-23,-4.35090770585498,0.112,0.643,2.37030959591245e-18,"DOCK10"
3.90340552149643e-23,-5.39377546809005,0.052,0.606,2.403990358524e-18,"FAM107A"
3.98472656919582e-23,-3.52433246470232,0.181,0.734,2.45407355217063e-18,"CLIP4"
5.52913668559892e-23,-2.60415901523326,0.172,0.706,3.40522941055981e-18,"UNC80"
7.32045595230935e-23,4.58354050605802,0.353,0.029,4.50844920734876e-18,"AC108025.2"
7.50605137667285e-23,1.41102943063933,0.983,0.871,4.62275186135151e-18,"RPL10"
7.5908354437355e-23,-5.46163030149784,0.034,0.586,4.67496782473338e-18,"CXCL14"
9.48883181881017e-23,3.83519457730947,0.491,0.091,5.84388685225062e-18,"NULL"
9.50907184341158e-23,1.63335831759875,0.957,0.849,5.85635207620189e-18,"RPL32"
9.87284309162006e-23,-5.59313393779146,0.103,0.637,6.08038787483605e-18,"ARAP2"
1.10871456113588e-22,-2.33839444062968,0.388,0.866,6.82824036766755e-18,"SOX2-OT"
1.14916040163505e-22,2.4260366570235,0.853,0.386,7.07733416554979e-18,"NELL2"
1.31232955987669e-22,-9.58097552544062,0.009,0.546,8.08224406041255e-18,"TMEM144"
1.50696970316915e-22,-3.03554542578659,0.103,0.663,9.28097431090786e-18,"CAST"
1.55021846057494e-22,1.48735913006415,0.974,0.874,9.54733043314286e-18,"RPL37A"
1.57504858111075e-22,3.34556714802688,0.595,0.157,9.70025169648677e-18,"TBR1"
1.57842343060222e-22,-5.04323606173141,0.069,0.617,9.72103638204987e-18,"GPRC5B"
1.66807124497104e-22,-3.82735680373255,0.121,0.669,1.02731503764032e-17,"SLC25A37"
1.99872861665173e-22,1.34191334522547,0.897,0.589,1.2309569931373e-17,"RPL10P9"
2.32443007221582e-22,-5.57149618414172,0.017,0.557,1.43154674857556e-17,"DOCK5"
2.66325799864781e-22,-2.55352681116706,0.466,0.9,1.64022070362722e-17,"ZNF483"
3.31547394228005e-22,-3.8133185503639,0.164,0.7,2.04190093683201e-17,"OMG"
3.34221683479539e-22,-3.90231972804871,0.147,0.677,2.05837108204543e-17,"ARHGAP26"
3.6177626428503e-22,-3.22899339577794,0.448,0.877,2.22807147885221e-17,"ATP1B2"
3.709146770657e-22,-2.72864667349525,0.086,0.649,2.28435222164453e-17,"PCGF5"
3.9266776848169e-22,1.03199540759771,0.767,0.274,2.41832298574819e-17,"KNG1"
5.05599248947788e-22,3.13514295192473,0.672,0.22,3.11383409449474e-17,"MPPED1"
5.62821023971046e-22,-2.62351927784539,0.095,0.643,3.46624584033048e-17,"TJP1"
5.67897115391081e-22,-4.84035404123827,0.009,0.54,3.49750796455905e-17,"NACC2"
6.13362512183198e-22,-2.87644792613486,0.103,0.649,3.77751570378266e-17,"SOX2"
7.97019054284994e-22,-2.49912944151663,0.19,0.737,4.90860124962499e-17,"ASPH"
1.16580775893121e-21,-4.09009602563427,0.138,0.649,7.17986024492967e-17,"PON2"
1.20693457082198e-21,-7.23126255137211,0.009,0.529,7.43314794132131e-17,"GPR37L1"
1.20991719553519e-21,2.27487401990823,0.759,0.346,7.45151703214259e-17,"FABP7"
1.33202283011008e-21,-4.55543339168434,0,0.52,8.20352900379896e-17,"PTGDS"
1.38757100615065e-21,-4.288009139619,0.078,0.611,8.54563355558003e-17,"SPOCK3"
1.74167901496306e-21,1.62422268095456,0.991,0.831,1.0726478549453e-16,"MAP2"
1.83847056249685e-21,-5.83931318424198,0.034,0.557,1.13225886532493e-16,"PMP22"
2.11214881401711e-21,-3.68725824790405,0.095,0.623,1.30080909008872e-16,"SASH1"
2.30304510325833e-21,-4.77321350127994,0.086,0.614,1.41837638774371e-16,"PREX2"
2.96700055825958e-21,-2.30436803329891,0.431,0.874,1.82728663381532e-16,"NTRK2"
2.9790417322437e-21,-2.52383999835047,0.621,0.92,1.83470243163693e-16,"FOS"
4.46999368440719e-21,4.6610906898363,0.483,0.106,2.75293501041586e-16,"DRAXIN"
4.5863405329815e-21,2.42478572269849,0.733,0.294,2.82458954404732e-16,"ZNF286B"
4.85945882262446e-21,-4.7193761805792,0.017,0.537,2.99279490508973e-16,"S100B"
5.14007495807087e-21,-4.48442455149352,0.06,0.586,3.16561796442711e-16,"PROX1"
5.84706973047185e-21,1.47951622489516,0.957,0.829,3.6010348349057e-16,"RPL27"
7.17056994764716e-21,-2.84366926658633,0.405,0.843,4.41613891365746e-16,"DNAJB1"
7.95521335414887e-21,2.87580792495198,0.828,0.44,4.89937724841966e-16,"AFF3"
7.98162185510577e-21,2.58789609193303,0.922,0.709,4.91564145190399e-16,"RUNX1T1"
9.64681060534355e-21,-4.92755798794721,0.043,0.554,5.94118124751293e-16,"PADI2"
9.78720054114023e-21,-7.08522333709256,0.009,0.514,6.02764319727203e-16,"KLF9"
1.03215761295864e-20,-2.91299914066849,0.241,0.743,6.35674909092838e-16,"ST3GAL5"
1.05183860065541e-20,1.22064920829776,1,0.971,6.47795838985648e-16,"ACTG1"
1.15699386539704e-20,-3.11746091540449,0.112,0.637,7.12557811882077e-16,"SSFA2"
1.43568690963044e-20,-2.818392794458,0.293,0.766,8.84196497034101e-16,"NEBL"
1.52477843139863e-20,-3.98141891907438,0.052,0.569,9.39065292545473e-16,"BTG2"
2.08654818013635e-20,-2.04552646901792,0.224,0.803,1.28504242770057e-15,"MBNL1"
2.16305466729846e-20,1.63508218594811,0.948,0.709,1.3321604779491e-15,"YBX1"
3.433867820685e-20,-2.46648025976485,0.198,0.734,2.11481617472527e-15,"BBX"
3.4819863965627e-20,-3.42220028115489,0.138,0.657,2.14445096205107e-15,"NFE2L2"
3.63409766966636e-20,1.66803602302352,0.957,0.711,2.23813173181742e-15,"RPL18A"
3.85697487766039e-20,-3.09226336055446,0.121,0.64,2.3753951179047e-15,"DDIT3"
4.143125424178e-20,-9.72590685324231,0.06,0.56,2.5516266549885e-15,"PLP1"
5.46854685747654e-20,-2.94126578633061,0.06,0.569,3.36791395311408e-15,"B4GAT1"
5.50508249890484e-20,1.48115315498614,0.991,0.929,3.39041515860052e-15,"HNRNPA1"
5.71614652892916e-20,-3.58221442292306,0.112,0.62,3.5204031627716e-15,"PDLIM5"
5.96994917593894e-20,1.81041595878811,0.879,0.529,3.67671259898551e-15,"NHSL1"
6.5391495446341e-20,3.62451319057816,0.56,0.166,4.0272660300538e-15,"VASH2"
7.03473823064748e-20,-2.21790210678347,0.276,0.774,4.33248423410886e-15,"SIPA1L1"
7.87160813241755e-20,-3.68746527570563,0.06,0.574,4.84788730051199e-15,"RAPGEF4"
8.17413395813549e-20,-4.86990683026027,0.009,0.503,5.0342038807969e-15,"CREG2"
1.00115587694435e-19,1.70602134132596,0.966,0.749,6.16581869933715e-15,"RPL6"
1.02056286381943e-19,4.14669121553227,0.371,0.049,6.28534050940469e-15,"BHLHE22"
1.09508337890691e-19,-2.59850835796532,0.086,0.603,6.74429000567396e-15,"ARHGAP12"
1.15449938182999e-19,-2.10010760804234,0.293,0.757,7.11021534287634e-15,"DKK3"
1.17219984054425e-19,-2.49257207097127,0.129,0.623,7.21922715795987e-15,"RORA"
1.28429268419855e-19,1.60283861936282,0.966,0.78,7.90957335417359e-15,"ADNP"
1.30158220609153e-19,-4.58115524738298,0.147,0.646,8.01605433265591e-15,"SGK1"
1.42190726222296e-19,-2.89662464700956,0.129,0.643,8.75710025585257e-15,"EPB41L2"
1.83139469570735e-19,-3.54619360597269,0.198,0.689,1.12790105124528e-14,"SLC48A1"
1.87901037050468e-19,-9.04360435381868,0,0.48,1.15722611688272e-14,"VIP"
1.88258502049965e-19,1.25931529341761,0.983,0.906,1.15942763657512e-14,"RPL5"
1.89171849777497e-19,1.93114085113441,0.957,0.763,1.16505267122467e-14,"AUTS2"
2.59334515685328e-19,-7.90897177773296,0.147,0.597,1.59716348175123e-14,"ATP1A2"
2.6139565639733e-19,1.52763077240533,0.931,0.783,1.60985742905424e-14,"RPS3"
3.03763447745545e-19,1.57377248676381,0.879,0.491,1.87078794563049e-14,"AC008038.1"
3.07486834561238e-19,1.7079888275649,0.948,0.717,1.89371916801229e-14,"RPL11"
3.34517072539924e-19,-3.38638570649322,0.034,0.523,2.06019029465163e-14,"SYNPR"
3.36875282041361e-19,-2.22169433780766,0.164,0.669,2.07471379950813e-14,"ACYP2"
3.82481572412182e-19,2.25399292730528,0.897,0.691,2.3555892600149e-14,"HDAC2"
3.82696322038159e-19,1.27008467836551,0.922,0.691,2.35691183853641e-14,"RPL7P9"
4.30346237346556e-19,-3.66047117774364,0.034,0.523,2.65037337194624e-14,"COBL"
4.38936818263985e-19,-4.25367385020366,0.043,0.531,2.7032801826424e-14,"MAP3K5"
4.40395944502303e-19,-3.94160664046578,0.147,0.629,2.71226650340634e-14,"SCN1A"
5.39270504294406e-19,-2.52915411410466,0.595,0.869,3.32120525479796e-14,"TSPAN7"
5.45323776148827e-19,-2.37892428750244,0.069,0.56,3.35848554016778e-14,"GSN"
5.52187339712379e-19,1.56722837322298,0.94,0.8,3.40075616908663e-14,"PTBP2"
5.94975438050615e-19,-5.75588612230158,0.069,0.537,3.66427523032232e-14,"SYT17"
6.21851248588355e-19,2.17853467991896,0.914,0.777,3.8297952846811e-14,"PBX1"
6.36898971639672e-19,1.21295057181498,0.974,0.84,3.92246969663725e-14,"RPS29"
6.66735657558383e-19,2.29131035499393,0.879,0.586,4.10622489420481e-14,"ZNF462"
6.88470411877099e-19,-3.90154058518785,0.06,0.551,4.24008272562749e-14,"CBR1"
7.87321593679346e-19,-2.41365562713086,0.474,0.889,4.84887749899299e-14,"MYO6"
7.98044621890451e-19,-2.8839655744826,0.103,0.594,4.91491741283672e-14,"RASSF4"
8.17722252578429e-19,-3.50631641067506,0.043,0.529,5.03610603695477e-14,"ARHGEF4"
8.19940039274006e-19,-7.86161517977375,0.026,0.491,5.04976471987682e-14,"CA2"
8.38244061106193e-19,-2.55333725331674,0.259,0.766,5.16249369913471e-14,"MBNL2"
8.55673034984702e-19,-1.69208776212136,1,1,5.26983352056029e-14,"MT-RNR1"
9.37583708386153e-19,1.28400767172539,0.974,0.846,5.7742967848378e-14,"RPL13A"
1.03975986545639e-18,-2.80027179894613,0.069,0.571,6.40356908338626e-14,"ZMAT3"
1.18587190490684e-18,1.89247053059041,0.897,0.603,7.30342930074977e-14,"RPS5"
1.2272606851528e-18,1.19970798507599,0.948,0.809,7.55833038165057e-14,"H3F3A"
1.31188028455819e-18,-6.56282861505163,0.017,0.486,8.07947710850852e-14,"PLPP3"
1.34030902901308e-18,-3.36544626288241,0.095,0.589,8.25456121698283e-14,"CD81"
1.43692879651739e-18,-5.53533882278736,0.026,0.497,8.84961337911168e-14,"AK5"
1.43864250290489e-18,-2.97930209653025,0.397,0.8,8.86016758264035e-14,"DTNA"
1.46663232808783e-18,1.31222658249392,0.578,0.203,9.03254851899454e-14,"AC026403.1"
1.46671089900091e-18,-1.94578058821789,0.388,0.817,9.03303241367691e-14,"OAT"
1.55062582155202e-18,-2.72251532894772,0.216,0.68,9.54983924719243e-14,"LIFR"
1.64397662298134e-18,-1.76829465842831,0.19,0.706,1.01247588279552e-13,"NCOA7"
1.92157310962181e-18,-2.65131094433804,0.302,0.8,1.18343923102279e-13,"DNAJB4"
1.93379046556209e-18,-7.60784170568216,0.017,0.477,1.19096353402572e-13,"GRAMD2B"
2.12139606021067e-18,-1.5969971250286,0.319,0.811,1.30650419160195e-13,"SPECC1"
2.25398404394865e-18,-3.13230355361803,0.086,0.571,1.38816115314666e-13,"CBX7"
2.25785910701275e-18,-5.61213111629139,0.043,0.506,1.39054768823594e-13,"INPP4B"
2.36922207121947e-18,-2.16284961487774,0.112,0.614,1.45913279700194e-13,"NAP1L5"
2.60380931175802e-18,-3.18452883952857,0.25,0.697,1.60360804083241e-13,"FOSB"
2.66489425918626e-18,-3.74744541389977,0.121,0.609,1.64122842740504e-13,"ZMAT1"
2.71189370458343e-18,-6.61798043955519,0.069,0.529,1.6701739758418e-13,"SEPT4"
2.87875889683452e-18,-3.85262693382475,0.06,0.54,1.77294124179348e-13,"PARM1"
2.92166614301484e-18,-3.18796522188394,0.052,0.537,1.79936652749855e-13,"BCAN"
2.94798575195864e-18,-0.965128335210919,0.095,0.606,1.81557598505877e-13,"MKNK1"
2.98008025194773e-18,-3.00245795116219,0.052,0.534,1.83534202476705e-13,"GABRA4"
3.05365600693143e-18,-5.09272712759192,0.086,0.549,1.88065512498886e-13,"GATM"
3.13331468586316e-18,2.18042309810063,0.879,0.494,1.92971451558254e-13,"ADD2"
3.44215013162316e-18,-2.83578169798581,0.216,0.694,2.11991700156276e-13,"MEG8"
3.71593462888433e-18,-2.97538315727853,0.224,0.691,2.28853265989099e-13,"ITM2C"
4.26043545959189e-18,-2.88730497425101,0.388,0.806,2.62387438649886e-13,"LAMP2"
4.32684328906275e-18,-2.49895615986271,0.181,0.663,2.66477297643508e-13,"MPP5"
5.57136572629676e-18,-5.39227614807988,0.034,0.497,3.43123700985438e-13,"CSRP1"
6.89512606229997e-18,-1.5735604226513,0.172,0.669,4.24650128798868e-13,"NPAS3"
7.73413468295716e-18,1.30363761133445,0.836,0.509,4.76322152719282e-13,"RPL18AP3"
7.87314847943143e-18,1.65010905818142,0.914,0.8,4.84883595402743e-13,"RPL4"
8.16086757428595e-18,1.91234205941196,0.828,0.44,5.02603351297549e-13,"DYNLT1"
8.19339652978838e-18,-2.08453950613577,0.216,0.706,5.04606712080077e-13,"ANXA7"
8.93206624312546e-18,-5.39163015007974,0.103,0.557,5.50099163715368e-13,"KANK1"
9.3183401687244e-18,-1.64526156307424,0.828,0.98,5.7388861597123e-13,"DST"
1.01200643230731e-17,3.23991516851375,0.569,0.197,6.23264401465106e-13,"NULL"
1.04645039402768e-17,-4.56889749701852,0,0.446,6.44477404169829e-13,"MIR29B2CHG"
1.10541449850962e-17,-7.59272841347929,0.026,0.474,6.8079162719712e-13,"PDK4"
1.14796862288653e-17,-2.11836030439854,0.586,0.931,7.0699943577713e-13,"PSAP"
1.18216684161638e-17,0.970669228670659,0.966,0.826,7.2806109274628e-13,"EEF1A1P5"
1.24987101309164e-17,-1.92176959838206,0.095,0.589,7.69758060832746e-13,"CTSL"
1.33290129191181e-17,2.1219045207133,0.853,0.523,8.20893918649727e-13,"RAP2B"
1.40268096847518e-17,1.07784145442851,0.836,0.5,8.6386912805481e-13,"RPL10P16"
1.42022466633162e-17,-6.62395642486775,0.06,0.511,8.74673765253657e-13,"PMP2"
1.70243159134721e-17,-3.47528698354398,0.121,0.597,1.04847654416301e-12,"QDPR"
1.70718863712522e-17,-2.0278560707108,0.259,0.746,1.05140626594631e-12,"NCAM2"
1.77550503332972e-17,-2.25687094448718,0.129,0.606,1.09348028487678e-12,"RBMS3"
1.84602648326061e-17,-3.44990396560967,0.147,0.609,1.13691233024571e-12,"GABRB1"
1.88279945851908e-17,-2.78018335116591,0.138,0.626,1.15955970251815e-12,"NR1D2"
1.97897278972508e-17,-2.86144264445038,0.103,0.574,1.21878997200799e-12,"KCNA2"
2.25627290251115e-17,1.54911836165701,0.966,0.826,1.38957079246954e-12,"RPS8"
2.55880212623866e-17,1.32208748612315,1,0.971,1.5758894654866e-12,"SET"
2.55947557580492e-17,1.71331797373728,0.897,0.771,1.57630422287097e-12,"RACK1"
2.58051023799318e-17,-2.59210298578318,0.241,0.706,1.58925884027286e-12,"TECR"
2.83680826744246e-17,-0.960919897972635,0.19,0.709,1.74710510766979e-12,"NRXN3"
3.04918389873752e-17,-6.05615653605097,0.043,0.48,1.87790088771548e-12,"PLA2G16"
3.15560315775934e-17,1.20733525125913,0.957,0.877,1.94344131676924e-12,"RPS14"
3.62491508422186e-17,2.95512495312637,0.543,0.169,2.23247645291971e-12,"SBK1"
3.67202327398605e-17,-2.94885967139531,0.112,0.583,2.26148897374979e-12,"SCRG1"
3.73369626557567e-17,-5.76760012654244,0.017,0.46,2.29947151908009e-12,"CDH9"
4.11974059369244e-17,-2.40804976478191,0.138,0.614,2.53722463943737e-12,"SEPT8"
4.15341582620287e-17,1.91993477132882,0.948,0.843,2.55796420488356e-12,"LRRC7"
4.26606547318637e-17,-6.36494005027864,0.009,0.443,2.62734174297129e-12,"KCNJ10"
4.31265890118574e-17,-3.16713743524847,0.276,0.714,2.65603723747326e-12,"SCG2"
4.46797629020291e-17,-3.10511583031856,0.078,0.531,2.75169255784727e-12,"NRIP3"
4.56578764487697e-17,1.52804649408708,0.767,0.343,2.81193163685038e-12,"VCAN"
4.89276722024666e-17,-5.29608449313342,0.009,0.443,3.01330854793331e-12,"LGALS1"
4.93635662777378e-17,-4.58913588122944,0.017,0.457,3.04015395634704e-12,"IRF2"
5.15792733358203e-17,-2.3741494683605,0.25,0.706,3.17661270693317e-12,"MTUS1"
5.23813486340211e-17,-1.4255108145056,0.207,0.68,3.22601011832346e-12,"FAIM2"
5.46339142354333e-17,-3.46289508291114,0.069,0.52,3.36473887601763e-12,"TPP1"
5.58623243548319e-17,-1.74782971044276,0.371,0.829,3.44039297004103e-12,"CD63"
5.95934081946667e-17,-3.8121725882777,0.06,0.514,3.67017923048494e-12,"RCAN2"
5.96574894514363e-17,-1.82274274428138,0.078,0.537,3.67412580284561e-12,"KCNC2"
5.97745861653084e-17,1.11781855425758,0.853,0.577,3.68133743816285e-12,"RPL7P1"
